"CustomerID;""Age"";""Gender"";""LocationType"";""Occupation"";""IncomeGroup"";""MaritalStatus"";""ProductType"";""PremiumAmount"";""CoverageAmount"";""RiskScore"";""ClaimsMade"";""BrowsingTime"";""PreferredDevice"";""PaymentMode"";""CampaignSource"";""ClickedOffer"";""PolicyRenewed"";""Churned"";""DependentsCount"";""AvgMonthlySpending"";""PagesViewed"";""SessionDuration"";""DaysSinceLastVisit"";""RegionTier"";""ReferralUsed"";""TravelDays"";""ChurnRiskScore"""
"261;27;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""Medium"";2;5.7;""Desktop"";""Credit Card"";""SMS"";0;1;0;0;9143;15;15.4;66;""Tier 2"";""Yes"";"""";5.6"
"262;42;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Life Insurance"";28999;20000000;""Low"";2;6.6;""App"";""UPI"";""SMS"";0;0;1;0;6825;4;8.4;40;""Tier 1"";""No"";"""";6.2"
"263;79;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Health Insurance"";61302;300000;""Low"";1;9.4;""App"";""UPI"";""SMS"";1;0;0;3;6350;16;4.9;38;""Tier 2"";""No"";"""";5.4"
"264;45;""Female"";""Urban"";""Engineer"";""Upper"";""Single"";""Travel Insurance"";687;50000;""Low"";1;6.5;""App"";""UPI"";""Email"";0;0;0;1;3916;19;480.0;68;""Tier 2"";""Yes"";""14.0"";4.199999999999999"
"265;52;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";28999;20000000;""Medium"";0;11.0;""Mobile"";""Credit Card"";""Email"";1;0;0;2;2087;1;4.6;22;""Tier 1"";""No"";"""";5.0"
"266;65;""Male"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Life Insurance"";6419;1500000;""High"";0;7.2;""Desktop"";""Credit Card"";""Partner Site"";1;0;0;1;13143;9;17.2;63;""Tier 1"";""No"";"""";3.9"
"267;21;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Pocket Insurance"";303;10000;""Medium"";1;9.2;""App"";""Debit Card"";""App"";1;0;0;0;8543;7;18.6;88;""Tier 2"";""No"";"""";4.199999999999999"
"268;55;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Travel Insurance"";587;200000;""Medium"";0;10.9;""App"";""Credit Card"";""Email"";0;0;1;2;10098;2;120.0;44;""Tier 2"";""No"";""10.0"";6.6"
"269;27;""Female"";""Rural"";""Engineer"";""Upper"";""Married"";""Travel Insurance"";524;200000;""Medium"";0;8.1;""Mobile"";""Credit Card"";""SMS"";0;1;0;1;9203;19;60.0;17;""Tier 1"";""Yes"";""7.0"";4.6"
"270;20;""Female"";""Rural"";""Retired"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""Low"";1;10.8;""Desktop"";""NetBanking"";""Email"";0;1;0;1;12344;5;6.9;73;""Tier 3"";""Yes"";"""";5.0"
"271;85;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""Low"";2;16.6;""Mobile"";""Debit Card"";""SMS"";0;0;0;1;13283;7;11.9;42;""Tier 3"";""No"";"""";4.9"
"272;19;""Male"";""Rural"";""Freelancer"";""Middle"";""Single"";""Health Insurance"";5426;300000;""High"";0;11.7;""App"";""NetBanking"";""Email"";1;1;0;3;4954;11;14.9;12;""Tier 2"";""Yes"";"""";5.1"
"273;49;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Life Insurance"";28999;20000000;""Low"";0;4.8;""Mobile"";""NetBanking"";""SMS"";1;1;0;2;11975;8;10.1;84;""Tier 1"";""Yes"";"""";3.5"
"274;18;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Life Insurance"";6419;1500000;""Low"";1;5.7;""Desktop"";""UPI"";""Email"";0;0;0;1;9783;15;15.2;38;""Tier 3"";""No"";"""";4.6"
"275;41;""Male"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Travel Insurance"";687;50000;""Medium"";2;13.9;""Desktop"";""NetBanking"";""Partner Site"";0;1;0;3;12775;9;480.0;67;""Tier 1"";""Yes"";""10.0"";5.6"
"276;35;""Male"";""Rural"";""Freelancer"";""Middle"";""Married"";""Travel Insurance"";422;50000;""Low"";2;5.8;""Mobile"";""Credit Card"";""Email"";0;0;1;0;5892;18;360.0;57;""Tier 2"";""No"";""10.0"";6.6000000000000005"
"277;22;""Female"";""Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Medium"";0;8.0;""Desktop"";""Credit Card"";""Partner Site"";0;1;0;2;2347;2;14.0;12;""Tier 2"";""No"";"""";5.699999999999999"
"278;32;""Male"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";569;200000;""Medium"";0;12.9;""App"";""Debit Card"";""Partner Site"";0;0;0;0;3962;11;420.0;33;""Tier 2"";""No"";""7.0"";4.6"
"279;65;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Health Insurance"";37585;400000;""Low"";2;9.7;""Mobile"";""Debit Card"";""App"";1;1;0;2;3673;6;18.9;80;""Tier 2"";""Yes"";"""";5.1"
"280;22;""Female"";""Rural"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""High"";0;13.5;""Desktop"";""Debit Card"";""Partner Site"";0;0;0;3;2326;6;16.2;78;""Tier 1"";""Yes"";"""";5.0"
"281;60;""Female"";""Urban"";""IT Professional"";""Upper"";""Single"";""Travel Insurance"";417;50000;""Low"";0;2.9;""Mobile"";""Debit Card"";""Partner Site"";1;1;0;2;6879;14;240.0;5;""Tier 1"";""No"";""5.0"";4.199999999999999"
"282;48;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";417;50000;""High"";0;8.7;""Mobile"";""UPI"";""Google Ads"";0;0;0;2;6814;6;120.0;27;""Tier 3"";""No"";""2.0"";5.699999999999999"
"283;19;""Male"";""Urban"";""Freelancer"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""High"";1;9.6;""App"";""NetBanking"";""App"";0;1;0;3;4603;19;9.3;37;""Tier 3"";""Yes"";"""";5.0"
"284;18;""Male"";""Rural"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Low"";1;13.2;""Desktop"";""NetBanking"";""SMS"";1;0;0;3;9906;6;8.7;57;""Tier 3"";""No"";"""";4.6"
"285;51;""Female"";""Urban"";""Student"";""Lower"";""Single"";""Life Insurance"";11696;2500000;""High"";1;11.9;""Desktop"";""UPI"";""SMS"";1;1;0;0;13275;9;14.3;54;""Tier 3"";""Yes"";"""";4.6"
"286;76;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Life Insurance"";28999;20000000;""High"";3;1.5;""App"";""Credit Card"";""App"";1;1;1;3;9945;5;13.5;64;""Tier 2"";""Yes"";"""";6.2"
"287;43;""Female"";""Rural"";""Engineer"";""Upper"";""Single"";""Life Insurance"";28999;20000000;""Medium"";0;12.4;""App"";""Debit Card"";""Email"";0;0;0;0;9020;17;18.7;25;""Tier 1"";""No"";"""";3.9000000000000004"
"288;53;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Health Insurance"";21042;400000;""Low"";0;3.9;""Desktop"";""Debit Card"";""SMS"";1;1;0;1;2628;15;22.9;25;""Tier 3"";""Yes"";"""";5.0"
"289;55;""Female"";""Urban"";""IT Professional"";""Upper"";""Single"";""Pocket Insurance"";538;200000;""Medium"";0;10.0;""Desktop"";""NetBanking"";""Google Ads"";1;1;0;3;7282;15;17.8;31;""Tier 2"";""No"";"""";4.199999999999999"
"290;63;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";37585;400000;""Low"";0;11.1;""Desktop"";""Debit Card"";""Partner Site"";1;1;0;2;2311;15;16.9;84;""Tier 2"";""No"";"""";4.3"
"291;21;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";303;10000;""High"";1;13.5;""App"";""UPI"";""Google Ads"";1;0;0;2;10821;3;16.2;85;""Tier 3"";""No"";"""";4.6"
"292;53;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Pocket Insurance"";567;300000;""High"";0;6.4;""Mobile"";""UPI"";""Email"";0;0;0;1;11792;17;5.7;65;""Tier 2"";""No"";"""";5.3"
"293;62;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Health Insurance"";41470;500000;""Low"";3;9.5;""App"";""UPI"";""App"";0;1;0;2;2964;15;14.9;12;""Tier 2"";""No"";"""";5.3"
"294;82;""Male"";""Rural"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";11696;2500000;""Medium"";2;13.2;""Desktop"";""Credit Card"";""SMS"";1;1;0;0;12916;10;11.9;83;""Tier 3"";""Yes"";"""";5.300000000000001"
"295;66;""Male"";""Rural"";""Retired"";""Middle"";""Married"";""Pocket Insurance"";567;300000;""High"";1;9.0;""App"";""NetBanking"";""SMS"";0;1;0;0;9873;14;9.5;87;""Tier 1"";""No"";"""";5.0"
"296;22;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";356;50000;""High"";1;10.9;""App"";""Debit Card"";""Google Ads"";1;1;0;1;4905;8;120.0;17;""Tier 2"";""No"";""10.0"";5.3"
"297;61;""Female"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Health Insurance"";37585;400000;""Medium"";1;10.5;""App"";""Credit Card"";""App"";0;1;0;1;9410;13;13.3;51;""Tier 3"";""No"";"""";4.699999999999999"
"298;53;""Female"";""Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";26392;750000;""High"";0;10.2;""Desktop"";""NetBanking"";""Partner Site"";0;1;0;0;13572;8;11.6;51;""Tier 2"";""Yes"";"""";4.3"
"299;20;""Female"";""Rural"";""Engineer"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Low"";1;6.8;""Mobile"";""Debit Card"";""Partner Site"";0;1;0;2;6304;19;11.5;18;""Tier 2"";""Yes"";"""";4.6"
"300;70;""Female"";""Rural"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""Low"";1;11.4;""App"";""UPI"";""Email"";0;0;0;1;10018;13;14.9;87;""Tier 2"";""Yes"";"""";5.0"
"301;72;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Life Insurance"";22777;10000000;""Medium"";1;7.7;""App"";""UPI"";""Google Ads"";1;0;0;3;5081;13;20.0;13;""Tier 1"";""No"";"""";5.0"
"302;28;""Female"";""Rural"";""Freelancer"";""Middle"";""Single"";""Life Insurance"";28999;20000000;""High"";0;11.0;""App"";""Credit Card"";""Google Ads"";0;0;0;3;4802;16;10.1;48;""Tier 1"";""No"";"""";4.699999999999999"
"303;71;""Female"";""Semi-Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";729;200000;""High"";2;2.6;""Desktop"";""Credit Card"";""Email"";0;0;1;2;8915;19;420.0;22;""Tier 2"";""No"";""3.0"";6.5"
"304;61;""Male"";""Urban"";""Retired"";""Middle"";""Married"";""Life Insurance"";22777;10000000;""Low"";1;8.4;""Desktop"";""Debit Card"";""Google Ads"";0;1;0;1;3598;11;19.5;73;""Tier 1"";""No"";"""";3.9"
"305;39;""Male"";""Rural"";""Freelancer"";""Middle"";""Single"";""Travel Insurance"";524;200000;""Medium"";0;11.3;""App"";""NetBanking"";""Email"";0;1;0;3;7735;8;180.0;74;""Tier 2"";""Yes"";""14.0"";5.4"
"306;47;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Health Insurance"";15126;300000;""Low"";1;7.7;""App"";""NetBanking"";""SMS"";0;0;0;1;8019;18;18.9;43;""Tier 2"";""Yes"";"""";3.9"
"307;36;""Female"";""Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";28999;20000000;""High"";1;4.4;""App"";""Debit Card"";""Email"";0;1;0;0;11752;5;19.9;48;""Tier 3"";""Yes"";"""";3.5"
"308;76;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Travel Insurance"";979;50000;""High"";3;12.0;""Mobile"";""Credit Card"";""Email"";1;1;1;0;9258;2;600.0;30;""Tier 3"";""No"";""7.0"";7.8"
"309;58;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Single"";""Life Insurance"";6419;1500000;""High"";1;8.9;""Desktop"";""NetBanking"";""SMS"";1;1;0;3;13470;9;15.5;74;""Tier 3"";""No"";"""";3.5"
"310;72;""Female"";""Urban"";""IT Professional"";""Upper"";""Married"";""Travel Insurance"";729;200000;""Medium"";2;2.9;""Desktop"";""NetBanking"";""Google Ads"";0;1;0;2;6894;15;360.0;81;""Tier 1"";""No"";""2.0"";5.3999999999999995"
"311;55;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Travel Insurance"";587;200000;""Low"";4;15.8;""App"";""UPI"";""Email"";0;1;1;2;14259;1;60.0;32;""Tier 3"";""No"";""5.0"";6.8999999999999995"
"312;46;""Female"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Pocket Insurance"";538;200000;""Medium"";1;5.3;""Desktop"";""NetBanking"";""App"";1;0;0;3;11945;15;12.3;87;""Tier 1"";""Yes"";"""";4.6"
"313;57;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Life Insurance"";6419;1500000;""Low"";1;3.3;""App"";""NetBanking"";""SMS"";0;1;0;2;3858;4;16.7;62;""Tier 2"";""Yes"";"""";3.5"
"314;19;""Female"";""Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";303;10000;""Medium"";2;13.3;""App"";""NetBanking"";""Google Ads"";0;1;0;0;12510;15;9.7;43;""Tier 2"";""No"";"""";5.3999999999999995"
"315;82;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""Medium"";0;14.7;""App"";""Credit Card"";""SMS"";1;0;0;0;6850;11;21.6;61;""Tier 3"";""No"";"""";3.5"
"316;18;""Female"";""Urban"";""Housewife"";""Lower"";""Married"";""Travel Insurance"";614;50000;""Low"";2;10.6;""Mobile"";""Debit Card"";""App"";1;0;1;3;10367;5;600.0;12;""Tier 1"";""Yes"";""10.0"";6.5"
"317;67;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Health Insurance"";58326;400000;""High"";4;11.9;""Mobile"";""Credit Card"";""Email"";0;1;0;3;8138;9;19.3;8;""Tier 3"";""No"";"""";5.5"
"318;71;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Travel Insurance"";979;50000;""Low"";4;7.7;""App"";""NetBanking"";""Google Ads"";0;1;1;1;11124;6;480.0;80;""Tier 3"";""Yes"";""7.0"";6.8999999999999995"
"319;84;""Female"";""Semi-Urban"";""Freelancer"";""Middle"";""Married"";""Travel Insurance"";622;200000;""High"";1;6.9;""Mobile"";""NetBanking"";""Email"";0;0;0;2;12027;12;60.0;85;""Tier 2"";""No"";""14.0"";5.0"
"320;59;""Male"";""Urban"";""Engineer"";""Upper"";""Single"";""Pocket Insurance"";538;200000;""Medium"";2;9.4;""App"";""Debit Card"";""Partner Site"";0;0;0;2;8236;14;10.5;80;""Tier 3"";""Yes"";"""";5.3999999999999995"
"321;19;""Male"";""Rural"";""IT Professional"";""Upper"";""Single"";""Pocket Insurance"";303;10000;""Low"";1;8.0;""Mobile"";""NetBanking"";""SMS"";0;0;0;1;13233;15;23.0;20;""Tier 3"";""No"";"""";4.6"
"322;58;""Male"";""Urban"";""IT Professional"";""Upper"";""Single"";""Life Insurance"";11696;2500000;""High"";0;11.7;""Mobile"";""UPI"";""App"";1;1;0;2;12525;1;14.4;32;""Tier 2"";""No"";"""";4.8"
"323;43;""Female"";""Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";18652;1000000;""Medium"";2;15.1;""App"";""UPI"";""Partner Site"";0;0;0;1;13711;15;18.1;43;""Tier 3"";""No"";"""";5.5"
"324;70;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Pocket Insurance"";567;300000;""High"";3;6.7;""Mobile"";""Debit Card"";""Google Ads"";0;0;1;0;5946;3;7.5;45;""Tier 1"";""Yes"";"""";6.5"
"325;49;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Health Insurance"";20768;750000;""High"";0;9.6;""Desktop"";""UPI"";""Partner Site"";0;1;0;2;5486;12;16.2;13;""Tier 3"";""Yes"";"""";4.1"
"326;79;""Male"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""Medium"";3;7.4;""Mobile"";""Debit Card"";""Google Ads"";1;0;0;0;4432;14;14.3;18;""Tier 3"";""No"";"""";4.7"
"327;40;""Female"";""Rural"";""Housewife"";""Lower"";""Married"";""Health Insurance"";11407;400000;""High"";0;5.8;""Mobile"";""UPI"";""Email"";1;0;0;3;13826;18;20.4;86;""Tier 3"";""No"";"""";5.4"
"328;18;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Pocket Insurance"";303;10000;""High"";1;6.3;""App"";""Credit Card"";""App"";0;1;0;1;7750;4;19.6;23;""Tier 1"";""No"";"""";5.699999999999999"
"329;47;""Male"";""Rural"";""Engineer"";""Upper"";""Single"";""Health Insurance"";20768;750000;""Low"";1;2.4;""App"";""Debit Card"";""Google Ads"";1;1;0;1;12124;1;15.3;47;""Tier 2"";""Yes"";"""";5.6"
"330;35;""Male"";""Semi-Urban"";""Freelancer"";""Middle"";""Single"";""Travel Insurance"";422;50000;""Medium"";1;8.9;""Desktop"";""NetBanking"";""Email"";1;0;0;0;9017;5;360.0;2;""Tier 2"";""No"";""14.0"";5.0"
"331;26;""Female"";""Rural"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";6419;1500000;""Low"";0;18.0;""Mobile"";""UPI"";""Google Ads"";1;0;0;2;3705;7;21.6;18;""Tier 2"";""No"";"""";4.1000000000000005"
"332;61;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Pocket Insurance"";567;300000;""Low"";2;11.3;""Desktop"";""NetBanking"";""SMS"";1;0;1;2;3634;1;23.1;11;""Tier 2"";""Yes"";"""";6.699999999999999"
"333;60;""Male"";""Rural"";""IT Professional"";""Upper"";""Married"";""Life Insurance"";6419;1500000;""Low"";0;13.3;""App"";""UPI"";""SMS"";0;0;0;1;13198;18;10.2;87;""Tier 3"";""No"";"""";3.9000000000000004"
"334;78;""Female"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Travel Insurance"";979;50000;""Medium"";1;4.0;""App"";""Debit Card"";""Email"";0;0;0;2;3377;14;840.0;57;""Tier 1"";""Yes"";""2.0"";4.199999999999999"
"335;28;""Male"";""Rural"";""Retired"";""Middle"";""Married"";""Life Insurance"";6419;1500000;""Medium"";1;10.6;""App"";""Credit Card"";""SMS"";1;1;0;0;5966;9;17.2;41;""Tier 2"";""Yes"";"""";4.3"
"336;36;""Female"";""Urban"";""Teacher"";""Middle"";""Married"";""Life Insurance"";22777;10000000;""High"";1;12.4;""Desktop"";""UPI"";""App"";1;1;0;1;5598;6;11.4;43;""Tier 1"";""Yes"";"""";3.9"
"337;58;""Male"";""Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";538;200000;""High"";1;12.6;""Mobile"";""Debit Card"";""Google Ads"";0;1;0;2;8638;10;17.0;12;""Tier 2"";""No"";"""";4.199999999999999"
"338;41;""Male"";""Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""Medium"";0;7.8;""Desktop"";""NetBanking"";""Google Ads"";1;1;0;1;10434;8;13.7;77;""Tier 3"";""No"";"""";4.3999999999999995"
"339;61;""Female"";""Semi-Urban"";""Engineer"";""Upper"";""Married"";""Life Insurance"";22777;10000000;""High"";1;6.2;""Desktop"";""Debit Card"";""App"";0;0;0;0;8324;7;24.8;40;""Tier 1"";""Yes"";"""";3.5"
"340;18;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Pocket Insurance"";303;10000;""Medium"";2;6.5;""Desktop"";""Debit Card"";""Partner Site"";0;0;1;2;4124;2;13.0;71;""Tier 3"";""Yes"";"""";7.8"
"341;80;""Female"";""Urban"";""Student"";""Lower"";""Single"";""Health Insurance"";73783;500000;""Medium"";2;10.7;""Mobile"";""Credit Card"";""Partner Site"";1;1;1;3;11236;14;15.1;85;""Tier 1"";""No"";"""";6.2"
"342;28;""Male"";""Rural"";""Engineer"";""Upper"";""Single"";""Pocket Insurance"";538;200000;""High"";1;7.2;""App"";""NetBanking"";""Partner Site"";0;0;0;3;8908;15;22.2;77;""Tier 2"";""No"";"""";4.6"
"343;65;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Travel Insurance"";979;50000;""Medium"";1;16.4;""Desktop"";""UPI"";""App"";1;1;1;0;13603;2;480.0;34;""Tier 1"";""Yes"";""7.0"";6.999999999999999"
"344;74;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Life Insurance"";11696;2500000;""High"";2;15.9;""Desktop"";""UPI"";""Partner Site"";0;1;0;3;8835;10;10.7;10;""Tier 1"";""Yes"";"""";5.1"
"345;36;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Life Insurance"";6419;1500000;""High"";2;6.9;""Mobile"";""Debit Card"";""Partner Site"";1;1;0;0;12564;8;6.9;62;""Tier 2"";""Yes"";"""";5.1"
"346;56;""Female"";""Rural"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";538;200000;""Medium"";1;5.4;""Mobile"";""NetBanking"";""Google Ads"";0;0;0;1;11179;14;7.0;80;""Tier 2"";""No"";"""";4.8"
"347;53;""Male"";""Urban"";""Teacher"";""Middle"";""Married"";""Health Insurance"";26392;750000;""High"";0;12.5;""Desktop"";""NetBanking"";""Partner Site"";0;0;0;3;14873;2;10.9;0;""Tier 3"";""No"";"""";5.6"
"348;50;""Female"";""Urban"";""Freelancer"";""Middle"";""Single"";""Health Insurance"";16525;400000;""Medium"";1;15.8;""App"";""UPI"";""Google Ads"";1;0;0;1;9849;3;16.3;49;""Tier 1"";""Yes"";"""";4.699999999999999"
"349;81;""Male"";""Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";622;200000;""High"";2;6.4;""Mobile"";""Credit Card"";""Email"";0;1;1;2;3535;2;120.0;33;""Tier 3"";""Yes"";""5.0"";7.1"
"350;65;""Female"";""Rural"";""Student"";""Lower"";""Single"";""Life Insurance"";11696;2500000;""High"";0;3.9;""Desktop"";""Debit Card"";""Google Ads"";0;1;0;1;13066;4;22.8;65;""Tier 3"";""No"";"""";5.0"
"351;18;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Pocket Insurance"";303;10000;""Medium"";1;10.2;""App"";""NetBanking"";""Google Ads"";1;0;0;0;14540;3;23.1;16;""Tier 2"";""Yes"";"""";5.3"
"352;32;""Male"";""Rural"";""Teacher"";""Middle"";""Married"";""Travel Insurance"";524;200000;""High"";1;15.5;""Mobile"";""Debit Card"";""SMS"";0;1;0;1;5092;4;120.0;15;""Tier 1"";""No"";""2.0"";5.0"
"353;70;""Female"";""Rural"";""Business Owner"";""Upper"";""Married"";""Health Insurance"";53346;300000;""High"";1;11.4;""Desktop"";""NetBanking"";""SMS"";0;0;0;0;14230;10;11.9;22;""Tier 2"";""Yes"";"""";4.5"
"354;27;""Female"";""Urban"";""Business Owner"";""Upper"";""Married"";""Pocket Insurance"";567;300000;""High"";3;9.8;""Mobile"";""NetBanking"";""Google Ads"";0;1;0;2;8167;3;23.7;19;""Tier 3"";""No"";"""";5.6"
"355;25;""Female"";""Urban"";""Engineer"";""Upper"";""Married"";""Health Insurance"";10810;750000;""Medium"";2;11.8;""Desktop"";""Debit Card"";""App"";0;1;1;3;5660;1;5.0;12;""Tier 2"";""No"";"""";6.3999999999999995"
"356;64;""Female"";""Rural"";""Retired"";""Middle"";""Married"";""Health Insurance"";51360;1000000;""High"";3;8.9;""Mobile"";""NetBanking"";""App"";1;0;0;1;12189;10;13.6;36;""Tier 1"";""No"";"""";5.9"
"357;33;""Male"";""Semi-Urban"";""Teacher"";""Middle"";""Married"";""Life Insurance"";28999;20000000;""Low"";0;6.2;""Desktop"";""NetBanking"";""Email"";1;0;0;3;12145;10;7.7;75;""Tier 2"";""No"";"""";3.9"
"358;24;""Male"";""Rural"";""Student"";""Lower"";""Single"";""Life Insurance"";6419;1500000;""Low"";2;4.8;""Desktop"";""Credit Card"";""SMS"";0;0;1;0;7986;11;13.7;35;""Tier 1"";""No"";"""";6.2"
"359;74;""Female"";""Rural"";""IT Professional"";""Upper"";""Single"";""Health Insurance"";91459;1000000;""Low"";1;16.7;""Desktop"";""UPI"";""Email"";0;0;0;2;9352;1;16.1;87;""Tier 3"";""No"";"""";5.6"
"360;59;""Female"";""Semi-Urban"";""Business Owner"";""Upper"";""Married"";""Health Insurance"";25593;300000;""Low"";2;8.2;""App"";""NetBanking"";""Email"";0;0;0;1;4490;8;13.3;42;""Tier 2"";""No"";"""";5.3"
"361;47;""Male"";""Rural"";""Business Owner"";""Upper"";""Married"";""Life Insurance"";6419;1500000;""High"";4;11.1;""App"";""Debit Card"";""Partner Site"";1;1;0;1;14463;5;20.0;37;""Tier 2"";""No"";"""";5.300000000000001"
"362;45;""Male"";""Rural"";""Retired"";""Middle"";""Married"";""Life Insurance"";11696;2500000;""Low"";2;5.8;""App"";""NetBanking"";""App"";0;0;0;2;4230;7;15.2;67;""Tier 1"";""No"";"""";5.5"
"363;45;""Male"";""Urban"";""IT Professional"";""Upper"";""Married"";""Health Insurance"";15117;500000;""Medium"";1;10.2;""App"";""Debit Card"";""Google Ads"";1;1;0;0;8807;8;17.6;84;""Tier 2"";""No"";"""";3.9"
"364;32;""Female"";""Rural"";""Retired"";""Middle"";""Married"";""Life Insurance"";22777;10000000;""Low"";0;7.9;""Mobile"";""NetBanking"";""App"";1;1;0;0;7710;17;13.0;51;""Tier 2"";""No"";"""";4.3"
"365;52;""Male"";""Semi-Urban"";""Freelancer"";""Middle"";""Single"";""Life Insurance"";28999;20000000;""High"";1;17.7;""Mobile"";""NetBanking"";""Google Ads"";1;1;0;1;7154;10;14.8;47;""Tier 3"";""No"";"""";4.3"
"366;67;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Single"";""Life Insurance"";22777;10000000;""Low"";1;10.9;""App"";""Debit Card"";""Partner Site"";0;1;0;0;5612;8;12.6;79;""Tier 1"";""Yes"";"""";3.5"
"367;20;""Female"";""Semi-Urban"";""Student"";""Lower"";""Single"";""Pocket Insurance"";303;10000;""Medium"";1;11.9;""Mobile"";""Debit Card"";""App"";0;0;0;3;13764;3;18.2;59;""Tier 1"";""Yes"";"""";5.3"
"368;35;""Female"";""Semi-Urban"";""Retired"";""Middle"";""Married"";""Travel Insurance"";356;50000;""Medium"";2;8.0;""Desktop"";""UPI"";""App"";0;0;0;1;8132;7;180.0;26;""Tier 2"";""Yes"";""10.0"";5.8"
"369;25;""Female"";""Rural"";""IT Professional"";""Upper"";""Single"";""Travel Insurance"";422;50000;""High"";1;15.4;""Mobile"";""Credit Card"";""Email"";0;1;0;2;2061;18;300.0;38;""Tier 3"";""No"";""7.0"";4.6"
"370;40;""Male"";""Urban"";""Student"";""Lower"";""Single"";""Life Insurance"";11696;2500000;""Medium"";0;12.7;""App"";""Debit Card"";""Partner Site"";0;1;0;0;7944;2;14.9;3;""Tier 1"";""No"";"""";5.8999999999999995"
"371;21;""Male"";""Semi-Urban"";""IT Professional"";""Upper"";""Married"";""Pocket Insurance"";538;200000;""Low"";0;9.4;""Mobile"";""UPI"";""Partner Site"";1;0;0;1;9934;11;12.8;72;""Tier 3"";""No"";"""";4.199999999999999"
